name,base_price,price,product_url,product_img,product_label
"더조아 모던 테이블 800, 까르니코 블랙"," 42,140  ","39,230",https://www.coupang.com/vp/products/4564659924?itemId=5566367674&vendorItemId=72865733848,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
스토리퍼니쳐 1200x600 핑키쉬크림 7파이 LPM 지문방지 비스포크 테이블," 44,900  ","39,900",https://www.coupang.com/vp/products/6107760652?itemId=11491074862&vendorItemId=78766370797,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"오에이데스크 브로몰딩 테이블, 화이트"," 83,200  ","57,710",https://www.coupang.com/vp/products/51410390?itemId=181967782&vendorItemId=3433394041,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"도리퍼니처 하모니 블랙 테이블, 빈티지"," 57,800  ","53,940",https://www.coupang.com/vp/products/2022424901?itemId=107653616&vendorItemId=71795461370,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"더조아 모던 테이블 1400, 블랙",,"65,540",https://www.coupang.com/vp/products/4564659675?itemId=5566366913&vendorItemId=72865733263,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"아이캔컴퍼니 라운드볼 1200 LPM 원목다리 거실테이블, 화이트우드",,"52,000",https://www.coupang.com/vp/products/7000659115?itemId=17166884295&vendorItemId=84339227544,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"코멧 컴퓨터 책상 1260, 블랙",,"40,990",https://www.coupang.com/vp/products/1601845472?itemId=2736016872&vendorItemId=70726113183,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"아이캔컴퍼니 올리브 900 LPM 원목다리 리빙테이블, 애쉬베이지",,"39,800",https://www.coupang.com/vp/products/7000650519?itemId=17166830523&vendorItemId=84339174587,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"서우 네츄럴 다용도상 특대 90 x 60cm, 집성목"," 30,700  ","24,560",https://www.coupang.com/vp/products/2570336?itemId=328365764&vendorItemId=3805228581,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"1인용 철재 모던 테이블 600, 빈티지브라운"," 35,590  ","34,510",https://www.coupang.com/vp/products/4829497446?itemId=6229377560&vendorItemId=73525216344,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"트레벨 에프터 좌식 커피 테이블 900, 화이트"," 35,500  ","27,890",https://www.coupang.com/vp/products/5911633246?itemId=10451560041&vendorItemId=77733377879,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"트레벨 에프터 좌식 커피 테이블 900, 블랙"," 35,500  ","27,890",https://www.coupang.com/vp/products/5911633246?itemId=10451560036&vendorItemId=77733377854,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"아이캔컴퍼니 LPM 4단 높이조절 베이직 접이식테이블 900, 1개, 화이트"," 30,840  ","28,800",https://www.coupang.com/vp/products/152167524?itemId=439325223&vendorItemId=4086785086,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"메종드꼼마 벤티 소파 거실테이블 1200, 화이트"," 72,910  ","59,900",https://www.coupang.com/vp/products/6504673417?itemId=14337649179&vendorItemId=81582207613,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"더조아 모던 테이블 800, 우드슬랩"," 42,140  ","39,230",https://www.coupang.com/vp/products/4564659924?itemId=5566367662&vendorItemId=72865733781,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"아이캔컴퍼니 LPM 4단 높이조절 베이직 접이식테이블 900, 1개, 마블"," 45,100  ","28,800",https://www.coupang.com/vp/products/152167524?itemId=1058151963&vendorItemId=5533125860,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"룸앤홈 모노라운드접이식테이블 705 x 480 x 300 mm, 샌드베이지"," 23,400  ","20,490",https://www.coupang.com/vp/products/5620922776?itemId=9113017185&vendorItemId=76399155931,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"룸앤홈 모노 라운드 접이식 테이블 600, 화이트"," 20,900  ","16,900",https://www.coupang.com/vp/products/5387495271?itemId=8023237258&vendorItemId=75311935606,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"렌디 심플 테이블 1인용 경량 테이블, 화이트",,"24,000",https://www.coupang.com/vp/products/4806238669?itemId=6177188407&vendorItemId=81196685274,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"이반가구 1인~8인 접이식테이블 다용도 책상 절탁자 식탁 컴퓨터책상 입식책상 회의테이블 작업테이블 다용도 오피스 사무실 서재, 절탁자 1600x800, 비앙코화이트, 화이트다리"," 150,000  ","145,900",https://www.coupang.com/vp/products/5734898662?itemId=9634508767&vendorItemId=76918783850&sourceType=srp_product_ads&clickEventId=1a9e679c-e760-4697-b19d-553209e71ea6&korePlacement=15&koreSubPlacement=37&clickEventId=1a9e679c-e760-4697-b19d-553209e71ea6&korePlacement=15&koreSubPlacement=37,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/149f/ab7f27dfaf29e454005e7f704d75b4a3f0639ec899077d005ae3945bf003.jpg,테이블
"좌식 접이식 테이블 600 x 400 cm, 그레이 + 브라운(다리)",,"19,900",https://www.coupang.com/vp/products/2203028761?itemId=3746378696&vendorItemId=71731525036,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/10/05/15/0/158f1990-b1cf-4cdd-8200-8b681bf5ec55.jpg,테이블
"이반가구 1인~8인 프레임책상 다용도 테이블 포밍테이블 식탁 컴퓨터책상 고정식 입식책상 회의테이블 작업테이블 다용도 오피스 사무실 서재, 프레임책상 1800x800, 월넛, 블랙다리 (높이:대)"," 160,000  ","153,900",https://www.coupang.com/vp/products/5750029556?itemId=9705901769&vendorItemId=76989761032&sourceType=srp_product_ads&clickEventId=f11f99b4-bd88-4764-98f8-7c94baf6a1ef&korePlacement=15&koreSubPlacement=39&clickEventId=f11f99b4-bd88-4764-98f8-7c94baf6a1ef&korePlacement=15&koreSubPlacement=39,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8712/e226b0437f3a68a332d35d88b7e0464440ed5f1c8c6ac43df72652d7429d.jpg,테이블
"트레벨 에프터 좌식 커피 테이블 900, 블랙"," 35,500  ","27,890",https://www.coupang.com/vp/products/5911633246?itemId=10451560036&vendorItemId=77733377854,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/1lxr3fsi/62e73fba518143a892bb226410a3fe0d.jpg,테이블
"소담갤러리 800 1200 1500 접이식 책상 컴퓨터 테이블 회의용 간이책상 E0등급 국내생산 1인용 2인용, W1200_멀바우"," 120,000  ","78,000",https://www.coupang.com/vp/products/6927238187?itemId=16750102097&vendorItemId=5274624332&sourceType=srp_product_ads&clickEventId=4143750f-ac68-4e3f-965f-bfc430b86935&korePlacement=15&koreSubPlacement=41&clickEventId=4143750f-ac68-4e3f-965f-bfc430b86935&korePlacement=15&koreSubPlacement=41,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a5ad/a50f96a61827decfa3a75df15e5259d9c9c08383c822fb2f0f3fbf88c574.jpg,테이블
"아이캔컴퍼니 LPM 라운드볼 접이식 거실테이블 12048, 마블"," 36,500  ","34,800",https://www.coupang.com/vp/products/4760035772?itemId=6064042387&vendorItemId=73360919140,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/rhkcde4j/e7a2df6d9e5c4a6ab9db6c4215f9d9f3.jpg,테이블
"인퍼니처 S1컴퓨터책상 회의용테이블 사무용책상 철재책상 조립식책상 회사 일자 학생, 1800블랙아카시아"," 148,000  ","114,500",https://www.coupang.com/vp/products/331487110?itemId=1059211202&vendorItemId=5535254333&sourceType=srp_product_ads&clickEventId=753765b8-4435-41db-b6a6-e5fb99a1c9a6&korePlacement=15&koreSubPlacement=43&clickEventId=753765b8-4435-41db-b6a6-e5fb99a1c9a6&korePlacement=15&koreSubPlacement=43,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a68d/8301da599385d0a7887278f3c53151b96aed41ee1758d39a571df78e0b0f.jpg,테이블
"더조아 모던 테이블 800, 까르니코 화이트"," 42,140  ","39,230",https://www.coupang.com/vp/products/4564659924?itemId=5566367668&vendorItemId=72865733811,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/1xsdjg5i/6f8ed4620df94b2f9ae1e445280acbfd.jpg,테이블
"더조아 모던 바테이블 1200 x 450 mm, 멀바우"," 78,900  ","66,270",https://www.coupang.com/vp/products/5548143266?itemId=8758405108&vendorItemId=76045331696,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
LPM 900 심플 타원형 접이식테이블 샌드베이지," 32,800  ","31,800",https://www.coupang.com/vp/products/5569591721?itemId=14830261625&vendorItemId=82069637249,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"상도가구 브로몰딩 아웃인 1200 접이식테이블 야외 캠핑 행사용 피크닉 테이블 높이조절가능, 다크 그레이(CO)"," 42,000  ","39,900",https://www.coupang.com/vp/products/6713646806?itemId=15594705931&vendorItemId=5271951348&sourceType=srp_product_ads&clickEventId=a067aa65-7da7-473a-9e36-c7ef2e7920c1&korePlacement=15&koreSubPlacement=47&clickEventId=a067aa65-7da7-473a-9e36-c7ef2e7920c1&korePlacement=15&koreSubPlacement=47,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
엠지 심플 스몰 원탁 유럽식 미니 테이블 일반형 50 x 50 x 49 cm MG-143," 19,100  ","17,600",https://www.coupang.com/vp/products/6137354156?itemId=11746028272&vendorItemId=79231417378,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
LPM 800 심플 타원형 접이식테이블 샌드베이지," 29,210  ","28,800",https://www.coupang.com/vp/products/1879387784?itemId=14830178229&vendorItemId=82069556115&sourceType=srp_product_ads&clickEventId=091203e1-fe61-4288-9f38-7bd8e5de7cdd&korePlacement=15&koreSubPlacement=49&clickEventId=091203e1-fe61-4288-9f38-7bd8e5de7cdd&korePlacement=15&koreSubPlacement=49,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
